Date,Campaign,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Goal,Completions,Campaign_Traffic,Target_Group
2022-09-02,NA,NA,NA,NA,NA,NA,Get Approved,3.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),6.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-04,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),5.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-04,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),5.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Our Story),2.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),7.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),11.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),13.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-04,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),6.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),10.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),9.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-04,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,7.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,7.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Form Submission,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-04,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-04,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),7.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,4.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),12.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),13.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),9.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),16.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),23.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),12.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),9.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-04,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Our Story),2.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),5.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),10.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),8.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),10.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,5.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,4.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,6.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,4.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,11.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,7.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Our Story),2.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-03,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Form Submission,3.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Form Submission,2.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Form Submission,1.0,General traffic,NA
2022-08-30,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-09-05,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-08-30,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-08-30,adhocwhol,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,NBNurture,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-31,adhocwhol,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-01,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NBNurture,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-01,CloserTwins,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-01,CloserTwins,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-02,CloserTwins,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,CloserTwins,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,NBNurture,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-05,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-04,NBNurture,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-08-30,adhocwhol,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-30,CloserTwins,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NBNurture,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NBNurture,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,adhocwhol,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,adhocwhol,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-31,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,Anti_Inflation,NA,others,08-29-2022,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,Anti_Inflation,NA,others,08-29-2022,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-04,Anti_Inflation,NA,others,August,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-04,Anti_Inflation,NA,others,August,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,Anti_Inflation,NA,others,August,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-08-31,Anti_Inflation,NA,others,August,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-02,Anti_Inflation,NA,others,August,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,Anti_Inflation,NA,others,August,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-02,Anti_Inflation,NA,others,August,NA,NA,Start Closing More,1.0,General traffic,NA
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Closer Twins Banner),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),4.0,Campaign,3
2022-09-01,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-03,NB_Wholesale_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1.0,Campaign,3
2022-09-04,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
