Campaign,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Goal,Completions,Campaign_Traffic,Days_Max_Date,Unnamed: 12,Goal.1
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,23,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,21,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,26,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,25,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,24,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,23,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,27,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,24,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,1,General traffic,27,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,27,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,25,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,25,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,26,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,25,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,23,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,24,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,24,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,24,NA,NA
(not set),NA,(not set),(not set),NA,NA,Broker Login,1,General traffic,22,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,25,NA,NA
Announcement,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,27,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,21,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,26,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,21,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,21,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,25,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,27,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,24,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,27,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,21,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
NB_Wholesale_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,25,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,24,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,23,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,23,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,23,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,22,NA,NA
NB_Wholesale_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,23,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,22,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,23,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,23,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,26,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,24,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,23,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,22,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,25,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,23,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,27,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,25,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,25,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Form Submission,1,Campaign,21,NA,NA
Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Form Submission,1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,21,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,26,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,24,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,21,NA,NA
FY22_broker_campaign_ph2,1,CloseFaster,3steps,LinkedIn,Single image,Learn More (Our Story),1,Campaign,25,NA,NA
FY22_broker_campaign_ph2,4,CloseFaster,NoDTI,LinkedIn,Single image,Start Closing More,1,Campaign,24,NA,NA
FY22_broker_campaign_ph2,5,CloseFaster,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,21,NA,NA
FY22_broker_campaign_ph2,NA,CloseFaster,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,24,NA,NA
FY22_broker_campaign_ph2,NA,CloseFaster,NoDTI,LinkedIn,Single image,Learn More (Our Story),1,Campaign,24,NA,NA
FY22_broker_campaign_ph2,4,CloserTwins,EarlyBird,LinkedIn,Single image,Learn More (Our Story),1,Campaign,22,NA,NA
FY23_broker_campaign,1,CloserTwins,MoreLoansAll,User ID Display,NA,Get Approved,1,Campaign,23,NA,NA
FY23_broker_campaign,1,CloserTwins,MoreLoansAll,User ID Display,NA,Get Approved,1,Campaign,22,NA,NA
FY23_change_digital_phase3,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Learn More (Community Mortgage),1,Campaign,26,NA,NA
FY23_broker_campaign,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Start Closing More,1,Campaign,27,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,21,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,22,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,21,NA,NA
FY22_broker_campaign_ph2,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,26,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,21,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Get Approved,1,Campaign,23,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,26,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,21,NA,NA
FY23_broker_campaign,4,UnfairAdvantage,OnePage,Domain Display,NA,Start Closing More,1,Campaign,27,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,15,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,15,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,15,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,16,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,16,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,17,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),1,General traffic,15,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,15,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,18,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,15,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,14,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,20,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,19,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,18,NA,NA
