Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
2022-06-01,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0.0
2022-08-24,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0.0
2022-09-05,3,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-10-24,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,53,0,507.999999999999
2022-08-16,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,410.0
2022-08-18,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0.0
2022-09-13,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,6,0,0.0
2022-08-23,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0.0
2022-08-23,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,5,0,0.0
2022-05-14,3,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0.0
2022-10-25,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,68,0,3530.0
2022-09-09,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,17,0,0.0
2022-09-07,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-21,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0.0
2022-08-25,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,2,0,0.0
2022-09-25,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,33,0,0.0
2022-10-04,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,160.0
2022-09-09,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,10,0,16.0
2022-07-01,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,7,0,0.0
2022-08-27,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-08-26,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0.0
2022-09-28,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,11,0,1949.99999999999
2022-08-19,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,81,0,6586.99999999997
2022-05-06,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0.0
2022-09-27,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,10,0,0.0
2022-04-18,4,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,43.0
2022-04-02,6,Trade Media Ads,ROS2,Trade Media,Housingwire,Campaign,1,0,0.0
2022-08-16,NA,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0.0
2022-05-24,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,0.0
2022-05-29,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,8,0,174.0
2022-08-31,NA,NA,NA,NA,NA,General traffic,2304,356,1027978.99999999
2022-09-17,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,0.999999999999998
2022-10-10,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0.0
2022-10-22,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,6,0,0.0
2022-07-06,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-10-25,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,141,0,15889.9999999999
2022-08-02,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0.0
2022-06-14,NA,NA,NA,NA,NA,General traffic,4126,608,1627412.99999999
2022-10-18,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,4,0,0.0
2022-04-20,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,5,1,0.0
2022-07-29,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,16,0,0.0
2022-05-04,NA,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-07-31,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,10,0,0.0
2022-10-04,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,31,30,18.9999999999999
2022-06-23,4,CloserTwins,Faster,Domain Display,NA,Campaign,4,0,0.0
2022-07-22,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-07-01,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,2,0,168.0
2022-10-25,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-15,6,Trade Media Ads,ROS5,Trade Media,Housingwire,Campaign,2,0,205.0
2022-07-05,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,120,0,10643.9999999999
2022-09-06,NA,NA,2022-06-09 00:00:00,NA,NA,General traffic,36,0,222.999999999999
2022-08-19,NA,CloserTwins,Faster,Domain Display,NA,Campaign,4,0,4173.0
2022-07-13,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0.0
2022-10-31,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0.0
2022-07-16,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0.0
2022-08-04,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0.0
2022-07-04,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,0.0
2022-08-05,4,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0.0
2022-06-28,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0.0
2022-06-19,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0.0
2022-10-12,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,22,0,0.0
2022-07-28,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,20,0,0.0
2022-04-29,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,0.0
2022-08-10,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,2,0,0.0
2022-10-10,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,3,0,18.0
2022-07-12,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-31,NA,NA,One-Off,NA,NA,General traffic,2,0,3.0
2022-09-13,NA,August,August,NA,NA,General traffic,2,0,0.0
2022-06-29,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-05-26,3,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0.0
2022-04-30,3,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-08-01,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,27,0,0.0
2022-09-10,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-25,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-05-25,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,10,0,33.0
2022-08-11,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0.0
2022-10-25,4,CloserTwins,Competitors,Domain Display,NA,Campaign,7,0,2691.99999999999
2022-10-27,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,8,0,32.0
2022-07-19,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-09-08,NA,August,August,NA,NA,General traffic,28,0,880.999999999999
2022-04-30,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,10,0,0.0
2022-05-05,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,7,0,0.0
2022-08-16,3,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-26,3,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-03,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,129.999999999999
2022-10-24,3,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-07-20,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,7,0,39.9999999999999
2022-08-09,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,86,0,16756.9999999999
2022-07-29,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0.0
2022-10-03,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,3,0,0.0
2022-07-03,2,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0.0
2022-07-05,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,6.99999999999998
2022-08-25,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,76.0
2022-05-22,4,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0.0
2022-08-17,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0.0
2022-09-04,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,4,0,0.0
2022-09-25,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,15,0,0.0
2022-10-13,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,0.0
2022-09-15,3,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-09-05,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-12,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0.0
2022-08-05,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,6,0,0.0
2022-07-28,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,3,0,226.999999999999
2022-06-23,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,6,0,559.999999999999
2022-10-01,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-30,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0.0
2022-10-01,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0.0
2022-06-06,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-08-21,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,6,0,0.0
2022-07-19,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0.0
2022-08-14,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-10-22,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,6,0,0.0
2022-07-31,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,7,0,0.0
2022-04-28,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,4,0,0.0
2022-05-27,1,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0.0
2022-08-27,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0.0
2022-09-14,4,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0.0
2022-10-11,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,25,0,3359.0
2022-05-10,NA,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,2,0,1183.0
2022-07-02,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0.0
2022-10-12,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-09-17,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-10-14,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,257.0
2022-07-16,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0.0
2022-08-25,NA,NA,All3,NA,NA,General traffic,3,0,0.0
2022-07-21,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,6,0,0.0
2022-10-20,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-07-03,2,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0.0
2022-06-17,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-10,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0.0
2022-08-29,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,15.0
2022-09-19,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-10-01,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,130.0
2022-07-26,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-05-04,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-27,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,1.0
2022-04-29,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-10-03,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,4.0
2022-10-04,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0.0
2022-09-19,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,3,0,0.0
2022-10-23,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,19,0,0.0
2022-07-25,NA,NA,NA,NA,NA,General traffic,2059,288,672591.999999999
2022-06-23,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,58.0
2022-09-06,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,4,0,0.0
2022-09-20,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0.0
2022-05-31,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,0.0
2022-08-13,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,4,0,438.0
2022-07-25,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,5,0,66.0
2022-07-02,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-09-17,3,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-08-14,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,10,0,0.0
2022-07-31,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-19,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0.0
2022-05-24,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,9,0,1113.0
2022-06-09,4,CloserTwins,interactive,Domain Display,NA,Campaign,7,1,217.999999999999
2022-05-25,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-14,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,2,0,40.0
2022-09-04,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0.0
2022-10-17,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,42,0,16.9999999999999
2022-04-19,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,6,0,137.0
2022-06-08,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,76,0,0.0
2022-06-07,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,7,0,1430.0
2022-05-02,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0.0
2022-07-09,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,2,0,0.0
2022-06-16,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,14,0,0.0
2022-08-08,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-09-20,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,8,0,0.0
2022-09-26,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-09-24,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,0.0
2022-09-13,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,22,0,0.0
2022-07-28,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,22,0,0.0
2022-08-07,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0.0
2022-06-09,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,5,0,0.0
2022-05-29,2,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0.0
2022-05-26,1,CloserTwins,Paperwork,LinkedIn,Video,Campaign,2,0,0.0
2022-06-10,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,13,0,21.9999999999999
2022-06-19,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,5,0,0.0
2022-05-12,NA,NA,NA,NA,NA,General traffic,4225,518,1483805.99999999
2022-08-16,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0.0
2022-07-19,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,0.0
2022-06-28,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,7,0,0.0
2022-08-10,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,10,0,0.0
2022-05-10,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-10-31,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,36,0,60.9999999999999
2022-05-22,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0.0
2022-09-17,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,7,0,22.9999999999999
2022-07-18,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0.0
2022-07-20,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,4,0,0.0
2022-05-30,NA,NA,NA,NA,NA,General traffic,1921,48,87639.9999999999
2022-07-09,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,6,0,0.0
2022-04-28,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,4,0,331.0
2022-05-10,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-08-06,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-04-21,6,CloserTwins,OTT_30QR,OTT,Video,Campaign,9,0,68.9999999999999
2022-07-18,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-08-18,4,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-05-11,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-08-05,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,2049.99999999999
2022-09-18,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,5,0,102.0
2022-08-18,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,13.0
2022-07-25,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0.0
2022-09-20,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0.0
2022-08-12,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-08-10,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0.0
2022-05-13,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0.0
2022-08-25,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-06-10,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-08-30,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-08-24,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0.0
2022-08-22,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,4,0,0.0
2022-05-10,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,3,0,1005.0
2022-10-13,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-17,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-05-11,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,148,0,8937.99999999999
2022-06-14,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-09-19,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0.0
2022-10-16,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,10,0,0.0
2022-08-02,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,7,0,0.0
2022-08-19,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0.0
2022-04-26,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0.0
2022-05-07,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0.0
2022-10-17,NA,NA,NA,NA,NA,General traffic,2902,408,1299633.99999999
2022-06-19,2,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0.0
2022-05-09,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0.0
2022-10-26,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,14,0,0.0
2022-08-17,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,3,0,0.0
2022-08-14,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0.0
2022-10-05,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,104,0,18496.9999999999
2022-05-20,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,6,0,519.0
2022-05-09,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,8,0,0.0
2022-09-02,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,4,0,0.0
2022-09-26,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,14,0,0.0
2022-09-16,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,56.0
2022-06-10,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,0.0
2022-05-27,5,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0.0
2022-06-20,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0.0
2022-10-04,4,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-06-20,NA,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-07-11,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,1,0,0.0
2022-07-04,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,29.0
2022-10-23,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,11,0,0.0
2022-06-14,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-07-30,6,Trade Media Ads,ROS5,Trade Media,Housingwire,Campaign,1,0,0.0
2022-10-26,NA,NA,NA,NA,NA,General traffic,2988,428,1308716.99999999
2022-04-25,6,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0.0
2022-06-14,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-27,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,2.0
2022-09-09,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,6,0,80.0
2022-10-20,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,33,0,42.0
2022-04-15,NA,NA,NA,NA,NA,General traffic,6505,418,139972.999999999
2022-09-20,3,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-09-26,5,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0.0
2022-07-29,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-20,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,8,0,40.0
2022-06-01,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,3.0
2022-05-03,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-09-22,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,14,0,0.0
2022-09-18,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-27,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0.0
2022-06-02,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,15.0
2022-08-12,3,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0.0
2022-07-15,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-05-09,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-04-28,4,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0.0
2022-05-09,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0.0
2022-07-02,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,8,0,0.0
2022-06-11,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-10-29,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,9,0,0.0
2022-07-02,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,3,0,0.0
2022-08-08,NA,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,1,0,0.0
2022-08-20,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,2,0,0.0
2022-10-27,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,19,0,385.0
2022-07-20,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0.0
2022-09-24,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-26,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-05-05,1,CloserTwins,Namaste,LinkedIn,Video,Campaign,2,0,0.0
2022-04-25,6,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0.0
2022-08-09,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,2,0,0.0
2022-10-17,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,14,0,0.0
2022-06-28,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,0.0
2022-08-12,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-08-28,NA,August,August,NA,NA,General traffic,6,0,84.0
2022-09-21,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,17,0,0.0
2022-06-20,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0.0
2022-05-18,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-07-28,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-05,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,16,0,0.0
2022-08-26,NA,NA,08-25-2022,NA,NA,General traffic,1,0,0.0
2022-09-27,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,3,0,0.0
2022-07-11,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0.0
2022-07-08,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0.0
2022-09-13,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,22,0,0.0
2022-09-02,4,domain,ad1,LinkedIn,NA,Campaign,3,0,0.0
2022-09-04,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,3,0,0.0
2022-05-16,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,0.0
2022-09-23,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0.0
2022-05-20,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-08-15,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0.0
2022-08-24,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,5,0,0.0
