Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
2022-10-30,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,6,0,4.0
2022-09-11,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-10-02,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0.0
2022-10-19,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,14,0,0.0
2022-10-28,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,19,0,11.9999999999999
2022-07-19,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-05-12,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,29.0
2022-08-14,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-04-05,NA,NA,NA,NA,NA,General traffic,1535,1,180451.999999999
2022-08-19,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-10-09,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,14,0,0.0
2022-05-24,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,2,0,30.0
2022-09-19,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-26,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0.0
2022-09-21,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,3,0,0.0
2022-04-25,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-06-20,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,11,0,0.0
2022-07-31,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,0.0
2022-09-10,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,13,0,0.0
2022-09-18,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-20,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0.0
2022-05-19,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,11.0
2022-09-11,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-08-10,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,5,0,0.0
2022-06-12,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,19,0,3451.99999999999
2022-10-13,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,10,0,23.0
2022-07-11,1,CloseFaster,3steps,Facebook,Single image,Campaign,1,0,0.0
2022-08-12,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,2,0,0.0
2022-05-30,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0.0
2022-08-04,3,CloserTwins,Faceoff1,Facebook,Video,Campaign,2,0,0.0
2022-09-04,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,8,0,0.0
2022-06-12,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,25,0,3.0
2022-07-03,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,23.0
2022-07-20,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,2,0,0.0
2022-10-04,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-05-29,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,5,0,0.0
2022-07-28,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,6,0,0.0
2022-04-02,6,CloserTwins,OTT_15,OTT,Video,Campaign,12,1,0.0
2022-08-12,NA,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,1406.0
2022-09-17,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-28,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,2,0,0.0
2022-06-23,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-05,4,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0.0
2022-07-29,2,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0.0
2022-10-26,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,29,0,192.0
2022-08-08,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0.0
2022-07-27,NA,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-06-23,2,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-08-25,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-07-09,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-07-22,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0.0
2022-10-24,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,13,0,58.0
2022-08-05,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0.0
2022-06-13,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-07-22,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0.0
2022-05-14,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0.0
2022-06-04,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0.0
2022-09-21,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0.0
2022-10-08,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,12,0,0.0
2022-10-18,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,9,0,5.0
2022-07-30,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0.0
2022-10-19,NA,NA,December,NA,NA,General traffic,5,0,0.0
2022-04-22,6,CloserTwins,OTT_15,OTT,Video,Campaign,6,0,0.0
2022-10-07,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,0.0
2022-10-10,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,10,0,0.0
2022-05-01,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-10-26,4,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,22,0,340.0
2022-10-12,4,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,7,0,0.0
2022-08-28,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0.0
2022-07-09,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,12,0,490.999999999999
2022-09-20,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-05-03,2,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0.0
2022-07-29,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-08-11,6,Trade Media Ads,NA,Trade Media,Chrisman,General traffic,1,0,0.0
2022-05-02,4,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0.0
2022-10-23,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-08-21,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0.0
2022-08-02,1,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-04-28,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-09-06,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0.0
2022-04-23,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-08-15,2,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0.0
2022-05-30,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0.0
2022-09-09,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,15,0,0.0
2022-10-01,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,6,0,0.0
2022-10-09,NA,NA,NA,NA,NA,General traffic,213,38,40527.9999999999
2022-06-25,2,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-08-08,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,0.0
2022-04-24,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-07-29,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0.0
2022-08-31,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0.0
2022-07-04,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-08-02,5,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-09-14,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,23.9999999999999
2022-10-27,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,53,0,150.999999999999
2022-07-07,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-03,5,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0.0
2022-08-24,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0.0
2022-08-09,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0.0
2022-08-10,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-05,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,18.9999999999999
2022-09-21,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,8,0,0.0
2022-08-13,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-10-09,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-21,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0.0
2022-07-03,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0.0
2022-06-14,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,642.0
2022-08-01,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0.0
2022-09-13,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,10,0,0.0
2022-04-27,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0.0
2022-05-25,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,7,0,12.0
2022-06-05,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,10,0,5.0
2022-08-01,NA,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,1154.0
2022-08-25,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0.0
2022-04-26,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0.0
2022-07-25,2,CloserTwins,Cutdown1A,Facebook,Video,Campaign,2,0,5.0
2022-08-12,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-05-12,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0.0
2022-08-03,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,4,0,0.0
2022-07-14,4,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,4,0,0.0
2022-10-14,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0.0
2022-05-06,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,4,0,100.0
2022-08-30,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,3,0,0.0
2022-08-14,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-05-10,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,5,0,1424.0
2022-05-07,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0.0
2022-09-01,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,8,0,0.0
2022-09-24,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,7,0,0.0
2022-04-13,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,8,0,0.0
2022-06-06,3,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0.0
2022-10-23,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,19,0,556.999999999999
2022-09-25,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,29,0,0.0
2022-10-02,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,10,0,6.0
2022-08-08,NA,NA,NA,NA,NA,General traffic,2164,342,775907.999999999
2022-07-02,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,15,0,2897.0
2022-10-12,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,75,0,663.999999999999
2022-10-16,1,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-04-14,6,CompetitiveOpportunity,Theycancelweclose,LinkedIn,Single image,Campaign,2,0,0.0
2022-06-15,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,1,0,17.0
2022-06-06,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,4.0
2022-05-03,4,CloserTwins,Namaste,LinkedIn,Video,Campaign,3,0,0.0
2022-05-26,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,9,0,84.9999999999999
2022-07-13,6,Trade Media Ads,728x90,Trade Media,National_mortgage_news,Campaign,2,0,0.0
2022-06-11,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-05-27,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,2,0,25.0
2022-08-08,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0.0
2022-08-29,4,domain,ad1,LinkedIn,NA,Campaign,15,0,48.0
2022-05-25,2,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0.0
2022-09-23,4,UnfairAdvantage,1099,User ID Display,NA,Campaign,12,0,6.99999999999999
2022-05-21,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0.0
2022-05-07,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0.0
2022-06-26,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0.0
2022-09-13,NA,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-09-20,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,13,0,0.0
2022-08-20,5,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0.0
2022-10-07,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,0.0
2022-08-15,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0.0
2022-06-08,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,4,0,0.0
2022-05-09,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,4.99999999999999
2022-07-20,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-09-09,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,28,0,4.99999999999998
2022-10-31,NA,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-06-09,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,82.9999999999998
2022-09-14,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0.0
2022-05-05,4,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,403.0
2022-07-01,2,CloserTwins,Faceoff1,Facebook,Video,Campaign,2,0,0.0
2022-04-28,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-09-16,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,7,0,0.0
2022-06-01,6,Trade Media Ads,728x90,Trade Media,National_mortgage_news,Campaign,1,0,0.0
2022-07-29,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-09-07,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0.0
2022-07-03,5,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,6,0,0.0
2022-07-08,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,2,0,0.0
2022-10-19,NA,UnfairAdvantage,1099,Domain Display,NA,Campaign,1,0,0.0
2022-10-29,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,12,0,0.0
2022-05-06,4,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0.0
2022-06-29,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0.0
2022-06-29,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,6,0,0.0
2022-10-14,NA,UnfairAdvantage,1099,User ID Display,NA,Campaign,1,0,83.0
2022-08-28,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,1,0,0.0
2022-04-22,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-10-22,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,15,0,0.0
2022-05-12,3,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0.0
2022-08-01,NA,NA,EGC,NA,NA,General traffic,3,0,0.0
2022-10-26,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,1,0,0.0
2022-07-27,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,32,0,0.0
2022-10-09,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0.0
2022-09-19,NA,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,9.0
2022-10-16,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0.0
2022-09-03,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-06-16,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0.0
2022-05-29,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-07-03,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,4,0,0.0
2022-10-16,4,CloserTwins,Faster,Domain Display,NA,Campaign,4,0,0.0
2022-06-28,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-25,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,39,0,762.999999999997
2022-06-06,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0.0
2022-07-18,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,695.0
2022-06-26,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,7,0,24.9999999999999
2022-04-26,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-04-26,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-05-06,NA,newsletter,300x250,NA,NA,General traffic,1,0,156.0
2022-08-31,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0.0
2022-05-24,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-05-11,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0.0
2022-07-11,NA,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,22.0
2022-10-28,NA,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-07-23,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0.0
2022-10-13,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,13,0,0.0
2022-07-09,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-16,3,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,12,0,0.0
2022-06-03,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0.0
2022-05-21,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,8,0,0.0
2022-05-13,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,0.0
2022-06-18,NA,NA,NA,NA,NA,General traffic,474,70,63485.9999999999
2022-08-10,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,23.0
2022-09-02,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,121.0
2022-09-16,NA,NA,NA,NA,NA,General traffic,2186,289,935782.999999998
2022-08-20,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0.0
2022-07-26,6,Trade Media Ads,NA,Trade Media,Nmn_partner_insight_1,General traffic,1,0,17.0
2022-09-12,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,54.0
2022-05-06,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,3,0,0.0
2022-09-08,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,7,0,0.0
2022-05-09,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0.0
2022-05-04,6,Trade Media Ads,728x90,Trade Media,National_mortgage_news,Campaign,1,0,0.0
2022-05-07,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0.0
2022-10-16,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,9,0,0.0
2022-07-13,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0.0
2022-08-29,NA,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,64.0
2022-08-07,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,6,0,3604.99999999999
2022-09-20,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,3.0
2022-10-08,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-09-04,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-10-23,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,17,0,0.0
2022-09-05,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,2,0,0.0
2022-08-08,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0.0
2022-06-24,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0.0
2022-07-08,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,88,0,8596.99999999999
2022-06-02,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,5,0,0.0
2022-07-23,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0.0
2022-08-04,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0.0
2022-08-04,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-05-11,NA,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0.0
2022-10-10,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0.0
2022-08-14,2,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0.0
2022-06-21,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,140,0,19693.9999999999
2022-07-20,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0.0
2022-08-19,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0.0
2022-05-01,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,10,0,193.999999999999
2022-05-06,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,3.0
2022-09-17,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,5,0,0.0
2022-06-20,3,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0.0
2022-07-25,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,136.0
2022-10-13,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,152,0,10186.9999999999
2022-08-06,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0.0
2022-04-25,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0.0
2022-10-12,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,20,0,0.0
2022-08-12,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,456.0
2022-06-24,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,4,0,973.0
2022-05-31,3,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0.0
2022-06-30,4,CloserTwins,Competitors,Domain Display,NA,Campaign,5,0,0.0
2022-05-21,3,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-07-06,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0.0
2022-08-29,4,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,5,0,0.0
2022-06-14,NA,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0.0
2022-05-11,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0.0
2022-06-30,4,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,91.0
2022-07-11,2,UnfairAdvantage,1099,Facebook,Single image,Campaign,2,0,1001.0
2022-08-14,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,2,2,0.0
2022-09-05,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,1,0,0.0
2022-07-12,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,124,0,9060.99999999999
2022-07-01,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0.0
2022-08-12,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0.0
2022-07-23,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,0.0
2022-07-23,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0.0
2022-08-05,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0.0
2022-05-01,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0.0
2022-10-09,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,0.0
2022-08-19,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0.0
2022-06-09,3,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-09-29,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,3,0,31.9999999999998
2022-10-12,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,311.0
2022-09-09,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,4,0,5.0
2022-09-25,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,38,0,0.0
2022-07-12,3,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0.0
2022-06-16,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,0.0
2022-06-04,4,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0.0
2022-05-10,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,122,0,27256.9999999999
2022-08-13,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0.0
2022-07-24,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,5,0,0.0
2022-09-10,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,21,0,0.0
2022-04-13,6,CompetitiveOpportunity,Cancelingyourlock,Domain Display,Single image,Campaign,14,0,0.0
2022-10-30,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,61,0,525.999999999998
2022-07-19,3,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0.0
2022-09-06,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0.0
2022-09-14,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0.0
2022-06-25,NA,NA,NA,NA,NA,General traffic,421,72,64912.9999999999
2022-07-28,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,7,0,25.9999999999999
2022-08-20,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,2,0,0.0
2022-08-02,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,9,0,0.0
2022-08-15,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,7,7,0.0
2022-04-12,NA,CompetitiveOpportunity,Theycancelweclose,LinkedIn,Single image,Campaign,1,0,78.0
2022-10-02,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,10,0,0.0
